user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
890,7/16/2023,Standard,29.99,2.5,0,1,17,3,No
891,8/10/2023,Premium,49.99,4.2,7,3,15,50,Yes
892,5/10/2024,Basic,14.99,2.1,7,0,7,4,Yes
893,10/11/2023,Premium,49.99,3.4,2,0,14,0,No
894,8/26/2024,Standard,29.99,2.5,2,0,4,1,No
895,6/21/2024,Premium,49.99,4.7,5,0,6,8,No
896,9/3/2024,Standard,29.99,2.6,0,0,3,0,No
897,10/17/2023,Standard,29.99,2.8,4,0,14,5,No
898,4/13/2023,Basic,14.99,3,7,0,1,570,Yes
899,7/18/2023,Basic,14.99,2.5,0,0,17,1,No
900,10/31/2023,Basic,14.99,1,2,0,14,1,No
901,8/21/2023,Basic,14.99,2.2,8,1,7,279,Yes
902,1/5/2024,Basic,14.99,2,4,0,12,3,No
903,7/3/2023,Premium,49.99,3.6,4,0,18,1,No
904,11/6/2023,Standard,29.99,2.1,4,1,14,5,No
905,1/15/2023,Basic,14.99,1.2,11,0,4,574,Yes
906,12/26/2024,Basic,14.99,0.1,5,0,1,2,No
907,6/30/2024,Basic,14.99,1.5,4,1,6,3,No
908,5/10/2023,Standard,29.99,2.6,0,2,20,1,No
909,10/8/2023,Basic,14.99,1.1,11,1,12,70,Yes
910,2/16/2023,Premium,49.99,4.7,0,2,22,2,No
911,2/25/2023,Premium,49.99,4.2,3,0,22,8,No
912,7/20/2024,Standard,29.99,2.6,4,1,5,2,No
913,10/27/2023,Basic,14.99,2,1,0,14,0,No
914,12/15/2024,Basic,14.99,1.3,4,0,1,0,No
915,5/10/2023,Standard,29.99,2.2,5,0,20,0,No
916,10/15/2024,Basic,14.99,1.9,0,0,2,1,No
917,5/17/2024,Standard,29.99,2.3,4,0,7,5,No
918,4/16/2023,Standard,29.99,2.7,9,2,20,1,Yes
919,1/13/2023,Basic,14.99,1,0,1,23,1,No
920,8/10/2024,Premium,49.99,4.2,3,0,4,0,No
921,10/19/2023,Basic,14.99,2.1,0,0,14,3,No
922,4/25/2024,Premium,49.99,4.6,3,0,8,0,No
923,5/5/2024,Basic,14.99,1.7,0,1,8,4,No
924,3/27/2024,Basic,14.99,1.9,10,0,9,0,Yes
925,12/15/2023,Basic,14.99,2.8,3,1,12,5,No
926,7/8/2023,Premium,49.99,5.6,3,1,18,0,No
927,2/22/2023,Standard,29.99,3.7,9,1,7,456,Yes
928,9/16/2023,Basic,14.99,2.2,3,0,5,320,Yes
929,5/4/2024,Basic,14.99,1.7,5,0,8,1,No
930,4/27/2023,Basic,14.99,2.2,9,1,2,532,Yes
931,3/8/2023,Premium,49.99,4.9,1,0,22,0,No
932,2/15/2024,Basic,14.99,2.5,2,1,10,9,No
933,5/18/2024,Basic,14.99,2.4,1,0,7,0,No
934,3/17/2023,Standard,29.99,1.9,2,0,21,5,No
935,8/13/2024,Standard,29.99,2.5,2,0,4,4,No
936,10/6/2024,Premium,49.99,1.8,4,0,1,63,Yes
937,12/3/2024,Basic,14.99,2.2,1,0,1,2,No
938,2/24/2023,Premium,49.99,4.4,1,0,22,0,No
939,6/5/2023,Basic,14.99,1.5,2,0,19,1,No
940,6/2/2023,Basic,14.99,1,5,0,19,0,No
941,7/30/2024,Premium,49.99,5.4,3,1,5,1,No
942,11/8/2023,Premium,49.99,4.5,4,0,13,1,Yes
943,3/29/2023,Basic,14.99,1,1,0,21,2,No
944,9/12/2023,Standard,29.99,3.3,6,1,5,323,Yes
945,5/2/2023,Standard,29.99,3.7,10,2,8,346,Yes
946,7/25/2024,Premium,49.99,3.3,0,0,5,1,No
947,3/2/2024,Basic,14.99,1.2,5,0,10,8,No
948,9/12/2024,Basic,14.99,1.9,3,0,3,0,No
949,9/2/2024,Standard,29.99,2.8,2,0,4,0,No
950,9/25/2024,Standard,29.99,3,0,0,3,1,No
951,8/20/2023,Basic,14.99,0.8,8,1,1,474,Yes
952,6/19/2024,Standard,29.99,3.5,5,2,6,0,Yes
953,1/25/2024,Standard,29.99,2.4,9,1,1,300,Yes
954,4/6/2024,Basic,14.99,1.3,1,1,8,0,No
955,3/29/2024,Standard,29.99,2.8,5,0,2,199,Yes
956,11/1/2023,Basic,14.99,1.4,1,0,14,2,No
957,8/25/2024,Premium,49.99,3.3,10,2,4,3,Yes
958,3/15/2024,Basic,14.99,1.3,5,0,9,7,No
959,11/9/2023,Basic,14.99,2.1,5,0,13,2,No
960,8/5/2024,Standard,29.99,4.5,5,0,4,0,No
961,9/27/2024,Standard,29.99,3.1,4,0,3,1,No
962,3/3/2023,Premium,49.99,5.1,3,0,22,0,No
963,9/16/2024,Basic,14.99,1.2,3,0,3,0,No
964,4/12/2023,Standard,29.99,2.1,4,0,20,1,No
965,8/1/2023,Standard,29.99,3,3,0,17,6,No
966,10/2/2024,Standard,29.99,3.4,4,0,3,0,No
967,8/5/2023,Basic,14.99,1.3,5,0,17,5,No
968,9/28/2023,Basic,14.99,1.2,5,1,15,6,No
969,11/7/2024,Basic,14.99,3,5,0,1,0,Yes
970,3/25/2023,Standard,29.99,2.4,0,0,21,4,No
971,6/10/2023,Basic,14.99,1.6,2,1,19,8,No
972,9/3/2023,Basic,14.99,1.4,3,3,16,6,No
973,6/27/2023,Standard,29.99,3.7,4,2,18,4,No
974,7/19/2024,Basic,14.99,2.2,4,0,5,0,No
975,3/18/2023,Standard,29.99,2.9,5,1,21,1,No
976,6/10/2023,Basic,14.99,1.8,0,1,19,4,No
977,1/3/2023,Basic,14.99,2,3,0,24,5,No
978,2/23/2024,Premium,49.99,5.2,0,0,10,0,No
979,4/6/2024,Basic,14.99,1.2,3,0,2,190,Yes
980,12/6/2024,Basic,14.99,0.7,1,0,1,4,No
981,8/31/2024,Standard,29.99,1.9,1,0,4,5,No
982,4/26/2024,Premium,49.99,3.1,10,2,7,35,Yes
983,10/26/2023,Premium,49.99,5.5,0,1,14,1,No
984,2/3/2023,Premium,49.99,5.3,4,2,23,0,No
985,8/26/2023,Basic,14.99,1,3,1,16,0,No
986,10/23/2023,Basic,14.99,1.2,0,0,14,5,No
987,12/24/2024,Basic,14.99,0.8,0,0,1,3,No
988,10/17/2023,Basic,14.99,2.2,4,0,14,5,No
989,12/20/2024,Standard,29.99,0.6,3,0,1,9,No
990,4/9/2024,Premium,49.99,5.8,0,0,8,1,No
991,3/14/2023,Basic,14.99,2.1,5,0,21,0,No
992,12/4/2024,Basic,14.99,0.4,6,0,1,0,Yes
993,8/28/2023,Premium,49.99,5,3,1,16,5,No
994,9/28/2023,Basic,14.99,1.9,5,1,15,1,No
995,10/2/2024,Basic,14.99,1,2,0,3,1,No
996,8/26/2024,Standard,29.99,2.7,5,0,4,6,No
997,11/8/2024,Basic,14.99,3,0,0,1,1,No
998,7/22/2023,Premium,49.99,4.5,2,0,17,0,No
999,3/11/2024,Standard,29.99,3.5,2,0,9,1,No
1000,4/28/2023,Basic,14.99,2.8,1,0,20,0,No
1001,7/11/2024,Basic,14.99,2.4,2,0,5,0,No
1002,8/19/2023,Standard,29.99,2.2,6,0,9,208,Yes
1003,10/25/2024,Standard,29.99,2.4,2,0,2,0,No
1004,6/2/2023,Standard,29.99,3.6,5,2,19,5,Yes
1005,9/30/2023,Basic,14.99,2.5,0,1,15,4,No
1006,5/26/2023,Basic,14.99,1.1,3,0,19,0,No
1007,3/15/2023,Premium,49.99,4,5,3,16,174,Yes
1008,3/3/2023,Basic,14.99,1.4,2,0,22,0,No
1009,6/19/2023,Standard,29.99,3.5,2,0,18,4,No
1010,11/11/2023,Standard,29.99,4,5,0,13,4,No
1011,9/1/2024,Standard,29.99,3.8,3,1,4,0,No
1012,8/5/2024,Standard,29.99,3.9,1,0,4,0,No
1013,10/23/2023,Basic,14.99,2.4,5,0,14,2,No
1014,3/25/2024,Premium,49.99,4.3,3,0,9,4,No
1015,5/8/2023,Basic,14.99,1.1,5,1,20,3,No
1016,4/24/2024,Standard,29.99,2.1,0,1,8,0,No
1017,12/6/2024,Standard,29.99,3.2,2,0,1,0,No
1018,11/8/2023,Basic,14.99,2,5,0,10,93,Yes
1019,12/17/2024,Basic,14.99,1.7,4,0,1,0,No
1020,2/17/2024,Basic,14.99,2.4,2,0,10,1,No
1021,10/6/2023,Basic,14.99,1.3,2,1,15,0,No
1022,5/27/2024,Standard,29.99,2.2,3,0,7,4,No
1023,7/6/2024,Basic,14.99,1.2,3,0,5,3,No
1024,5/20/2024,Standard,29.99,3.2,4,0,7,1,No
1025,3/24/2024,Standard,29.99,2.3,2,0,9,6,No
1026,3/24/2023,Basic,14.99,1,4,1,21,0,No
1027,9/4/2024,Standard,29.99,4.4,3,0,3,2,No
1028,2/10/2023,Premium,49.99,4,4,1,22,24,Yes
1029,3/18/2024,Basic,14.99,1.7,4,1,6,88,Yes
1030,11/27/2023,Standard,29.99,2.8,11,1,5,243,Yes
1031,9/10/2024,Standard,29.99,3,1,0,3,2,No
1032,9/14/2023,Standard,29.99,2.6,1,1,15,5,No
1033,1/27/2023,Standard,29.99,2.6,5,1,18,145,Yes
1034,4/4/2023,Standard,29.99,2.2,6,1,3,541,Yes
1035,8/23/2023,Basic,14.99,1.5,0,0,16,1,No
1036,11/21/2024,Premium,49.99,2.6,4,0,1,6,Yes
1037,8/12/2024,Premium,49.99,5.2,3,1,4,2,No
1038,8/24/2024,Basic,14.99,2.1,5,0,4,4,No
1039,1/22/2023,Basic,14.99,2.6,4,2,23,4,No
1040,11/19/2024,Basic,14.99,1.6,1,0,1,1,No
1041,10/3/2023,Standard,29.99,2.3,3,0,15,1,Yes
1042,8/13/2024,Premium,49.99,4,5,0,4,2,No
1043,2/11/2023,Basic,14.99,2.4,5,2,22,0,No
1044,6/29/2023,Basic,14.99,1.4,5,0,18,4,No
1045,4/26/2024,Basic,14.99,2.9,2,0,8,5,No
1046,6/15/2024,Premium,49.99,4.9,1,0,6,2,No
1047,10/29/2024,Basic,14.99,2.7,5,0,2,5,No
1048,3/28/2024,Basic,14.99,2.2,0,1,9,0,No
1049,10/12/2023,Standard,29.99,2.8,2,0,14,1,No
1050,7/5/2023,Standard,29.99,3.7,3,0,18,0,No
1051,8/22/2024,Basic,14.99,2.1,2,0,4,7,No
1052,3/22/2024,Basic,14.99,2.3,0,1,9,4,No
1053,10/12/2024,Premium,49.99,4.1,0,0,2,2,No
1054,5/18/2024,Standard,29.99,2.9,1,0,7,0,No
1055,4/4/2023,Basic,14.99,1.4,2,2,21,2,No
1056,4/26/2024,Basic,14.99,2.5,4,0,8,4,No
1057,12/23/2023,Basic,14.99,1.6,11,1,8,122,Yes
1058,2/23/2024,Basic,14.99,1.1,5,0,10,2,No
1059,12/8/2023,Basic,14.99,1.9,8,2,9,118,Yes
1060,11/25/2023,Standard,29.99,3,5,0,13,1,No
1061,11/17/2024,Standard,29.99,3.8,4,0,1,3,No
1062,4/18/2023,Basic,14.99,2.7,5,0,20,1,No
1063,6/14/2023,Basic,14.99,3.1,5,0,18,1,No
1064,12/4/2023,Premium,49.99,4.1,11,2,13,3,Yes
1065,2/26/2024,Standard,29.99,3.6,0,0,10,6,No
1066,12/11/2024,Premium,49.99,2.4,5,0,1,1,No
1067,5/22/2024,Basic,14.99,2.9,4,1,7,5,No
1068,10/23/2023,Standard,29.99,2.6,6,0,2,349,Yes
1069,11/9/2024,Standard,29.99,4.8,1,0,1,7,No
1070,2/15/2024,Basic,14.99,2,3,1,6,133,Yes
1071,7/17/2024,Basic,14.99,1.3,4,0,5,1,No
1072,2/7/2023,Basic,14.99,1.5,4,0,23,1,No
1073,4/10/2024,Premium,49.99,3.8,0,0,8,2,No
1074,4/1/2023,Standard,29.99,3.7,1,2,21,1,No
1075,11/19/2023,Premium,49.99,5.3,4,3,13,5,Yes
1076,9/16/2023,Premium,49.99,3.3,2,0,15,7,No
1077,11/28/2023,Basic,14.99,1.3,1,0,13,1,No
1078,4/29/2023,Standard,29.99,3,8,1,6,420,Yes
1079,2/18/2024,Basic,14.99,3.1,1,0,10,3,No
1080,6/10/2024,Premium,49.99,4,9,2,6,3,Yes
1081,1/2/2023,Standard,29.99,3.4,4,1,24,4,No
1082,11/4/2024,Standard,29.99,4.7,4,0,1,4,No
1083,7/9/2024,Basic,14.99,2.2,4,0,5,2,No
1084,4/18/2024,Premium,49.99,3.5,10,0,8,1,Yes
1085,2/28/2024,Standard,29.99,3.2,5,0,10,3,No
1086,2/25/2023,Standard,29.99,2.3,6,3,14,247,Yes
1087,7/12/2023,Basic,14.99,1.3,1,0,17,3,No
1088,6/14/2024,Premium,49.99,4.2,0,2,6,0,No
1089,1/6/2024,Standard,29.99,2.5,10,1,12,6,Yes
1090,9/29/2024,Basic,14.99,2.5,0,0,3,0,No
1091,5/25/2024,Basic,14.99,1.6,6,2,7,0,Yes
1092,10/2/2024,Basic,14.99,2,4,0,3,2,No
1093,3/28/2024,Standard,29.99,2.2,7,3,9,0,Yes
1094,2/22/2023,Standard,29.99,3.6,5,0,22,0,No
1095,7/28/2023,Basic,14.99,1.9,0,1,17,5,No
1096,10/1/2023,Standard,29.99,2.2,4,0,15,2,No
1097,7/16/2024,Premium,49.99,5.3,8,1,5,8,Yes
1098,5/15/2023,Basic,14.99,2.7,3,0,19,4,No
1099,10/22/2023,Basic,14.99,2.2,3,0,14,2,No
1100,3/24/2024,Basic,14.99,1.4,1,1,9,3,No
1101,12/16/2024,Standard,29.99,1.5,4,0,1,1,No
1102,5/11/2024,Standard,29.99,4.1,4,0,7,1,No
1103,5/5/2023,Premium,49.99,6.1,0,0,20,6,No
1104,1/30/2023,Standard,29.99,2.5,5,0,23,6,No
1105,10/7/2024,Standard,29.99,5,5,0,2,0,No
1106,9/15/2024,Basic,14.99,1.9,8,0,3,5,Yes
1107,9/3/2023,Premium,49.99,4.4,1,1,16,3,No
1108,12/27/2024,Standard,29.99,0,10,0,1,30,Yes
1109,6/12/2023,Premium,49.99,4.4,3,0,18,0,No
1110,11/15/2023,Standard,29.99,3.8,3,1,13,0,No
1111,7/18/2024,Standard,29.99,3.4,0,1,5,2,No
1112,1/15/2023,Basic,14.99,1.5,1,2,23,0,No
1113,7/19/2024,Basic,14.99,2.9,3,1,1,113,Yes
1114,2/22/2024,Premium,49.99,4.9,4,0,10,1,No
1115,4/6/2023,Basic,14.99,2.1,2,3,21,0,No
1116,8/19/2023,Standard,29.99,3.7,2,0,16,1,No
1117,4/27/2023,Basic,14.99,1.9,1,1,20,0,No
1118,4/17/2024,Premium,49.99,5.6,4,0,8,2,No
1119,5/1/2023,Basic,14.99,2.7,4,0,20,1,No
1120,10/25/2024,Standard,29.99,1.5,10,1,2,0,Yes
1121,6/7/2023,Standard,29.99,2,5,1,1,529,Yes
1122,5/25/2024,Basic,14.99,2.6,3,1,7,4,No
1123,10/26/2023,Premium,49.99,3.5,1,0,14,2,No
1124,6/5/2024,Premium,49.99,3.3,1,0,6,2,No
1125,12/23/2024,Standard,29.99,0.1,4,0,1,2,Yes
1126,10/7/2023,Basic,14.99,1.3,1,0,15,3,No
1127,3/1/2024,Basic,14.99,1,5,3,10,1,Yes
1128,5/9/2024,Standard,29.99,4.1,0,1,7,3,No
1129,4/28/2024,Basic,14.99,2.9,2,0,8,0,No
1130,9/7/2023,Basic,14.99,1.3,5,1,16,5,No
1131,4/12/2024,Premium,49.99,3,0,0,8,2,No
1132,7/18/2024,Premium,49.99,5.5,4,0,5,4,No
1133,5/29/2023,Basic,14.99,1.2,4,0,19,3,No
1134,1/28/2024,Standard,29.99,2.5,4,1,11,5,Yes
1135,7/15/2023,Basic,14.99,1.5,0,1,17,4,No
1136,9/5/2024,Standard,29.99,2.9,3,1,3,0,No
1137,6/4/2024,Standard,29.99,3.4,4,0,7,1,No
1138,5/20/2023,Premium,49.99,3.1,0,1,19,3,No
1139,3/13/2023,Basic,14.99,2.1,1,1,21,1,No
1140,10/10/2023,Standard,29.99,2.4,5,0,14,2,No
1141,2/29/2024,Basic,14.99,2.2,2,0,10,0,No
1142,12/15/2023,Standard,29.99,2.4,2,1,12,4,No
1143,6/3/2024,Standard,29.99,2.8,5,0,7,5,No
1144,10/1/2023,Standard,29.99,3.6,2,1,15,8,No
1145,1/3/2023,Standard,29.99,2.1,2,0,24,6,No
1146,10/17/2023,Standard,29.99,3,1,0,14,2,No
1147,11/2/2023,Basic,14.99,1.3,2,0,14,8,No
1148,8/24/2024,Basic,14.99,3.4,1,0,4,0,No
1149,8/16/2024,Premium,49.99,3.6,4,0,4,5,No
1150,11/6/2024,Basic,14.99,2.7,1,0,1,0,No
1151,5/16/2024,Premium,49.99,3.1,3,0,7,0,Yes
1152,6/2/2023,Basic,14.99,1,5,1,19,3,No
1153,4/2/2024,Premium,49.99,2.6,8,3,9,2,Yes
1154,7/5/2024,Standard,29.99,3.9,4,0,5,2,No
1155,5/10/2024,Premium,49.99,6,5,0,7,2,No
1156,12/20/2023,Basic,14.99,1.1,3,1,12,1,No
1157,12/7/2023,Basic,14.99,1.2,3,0,13,1,No
1158,7/19/2024,Basic,14.99,2.4,1,1,5,0,No
1159,7/10/2024,Basic,14.99,2.7,7,0,5,2,Yes
1160,1/22/2024,Premium,49.99,5.6,2,0,11,5,No
1161,4/11/2024,Basic,14.99,1.7,4,0,8,3,No
1162,11/26/2023,Basic,14.99,1.5,3,1,13,6,No
1163,7/13/2023,Basic,14.99,2.9,5,0,17,0,No
1164,12/15/2024,Standard,29.99,1.7,1,0,1,5,No
1165,9/2/2023,Basic,14.99,2.3,2,0,16,1,No
1166,8/8/2024,Premium,49.99,3.3,7,1,4,8,Yes
1167,1/28/2024,Premium,49.99,5.1,3,0,11,3,No
1168,8/28/2023,Standard,29.99,3.5,2,2,16,3,No
1169,2/25/2024,Premium,49.99,3.8,0,0,10,5,No
1170,2/14/2023,Basic,14.99,1.1,2,1,22,2,No
1171,11/22/2023,Basic,14.99,2.4,3,1,13,2,No
1172,4/29/2024,Basic,14.99,2.1,2,0,8,5,No
1173,12/23/2024,Basic,14.99,0.3,5,0,1,8,No
1174,1/26/2024,Premium,49.99,3.2,1,1,11,0,No
1175,1/31/2024,Basic,14.99,1.6,0,1,11,0,No
1176,11/10/2024,Basic,14.99,2.2,2,0,1,1,No
1177,10/29/2024,Standard,29.99,3.1,1,0,2,1,No
1178,6/5/2023,Premium,49.99,3.4,1,1,19,0,No
1179,5/22/2024,Standard,29.99,3.7,4,0,4,86,Yes
1180,2/7/2023,Basic,14.99,1.3,8,1,22,11,Yes
1181,5/10/2023,Basic,14.99,1,5,0,20,3,No
1182,5/29/2024,Basic,14.99,2.2,0,0,7,1,No
1183,8/27/2024,Basic,14.99,1.3,2,0,4,1,No
1184,12/6/2023,Basic,14.99,1.1,11,0,2,318,Yes
1185,4/13/2023,Basic,14.99,1.9,3,0,20,0,No
1186,3/26/2024,Standard,29.99,2.1,5,2,9,1,No
1187,4/13/2023,Basic,14.99,1.2,1,1,20,0,No
1188,6/22/2024,Standard,29.99,3.4,0,0,6,2,No
1189,4/12/2024,Premium,49.99,3.7,0,0,8,1,No
1190,1/16/2023,Basic,14.99,2.2,10,0,2,642,Yes
1191,5/28/2023,Premium,49.99,3.5,4,0,19,2,No
1192,2/24/2024,Standard,29.99,3,5,0,10,4,No
1193,11/1/2024,Standard,29.99,4.1,1,0,2,0,No
1194,6/8/2023,Basic,14.99,2.7,1,0,19,0,No
1195,3/18/2023,Standard,29.99,2.1,3,0,21,0,Yes
1196,4/25/2024,Basic,14.99,2.8,2,0,8,0,No
1197,9/29/2023,Standard,29.99,2.4,2,0,15,0,No
1198,12/13/2023,Premium,49.99,4.9,0,2,12,0,No
1199,9/30/2024,Basic,14.99,1.5,4,0,3,2,No
1200,12/10/2024,Standard,29.99,2.2,2,0,1,3,No
1201,2/12/2024,Basic,14.99,1.3,5,1,10,4,No
1202,10/27/2024,Basic,14.99,2.2,11,0,2,5,Yes
1203,3/24/2023,Premium,49.99,3.7,8,2,5,495,Yes
1204,12/3/2023,Basic,14.99,1.5,10,0,3,292,Yes
1205,11/21/2024,Basic,14.99,3.1,2,0,1,0,No
1206,6/30/2024,Premium,49.99,4.7,0,0,6,2,No
1207,1/25/2024,Standard,29.99,2.2,0,0,11,1,No
1208,11/21/2023,Standard,29.99,3.4,0,0,13,2,No
1209,10/3/2024,Standard,29.99,5.3,2,0,2,0,No
1210,5/14/2024,Basic,14.99,1.7,5,0,7,1,No
1211,7/8/2024,Standard,29.99,2.4,5,0,5,2,No
1212,2/6/2023,Basic,14.99,2.9,0,1,23,3,No
1213,9/24/2024,Basic,14.99,1.9,4,0,3,1,No
1214,3/12/2023,Premium,49.99,3.1,5,0,22,3,No
1215,8/29/2023,Basic,14.99,1.5,5,2,16,1,No
1216,10/8/2024,Premium,49.99,6.9,0,0,2,1,No
1217,12/1/2024,Premium,49.99,0.9,11,0,1,2,Yes
1218,10/22/2023,Standard,29.99,3,5,3,14,7,Yes
1219,8/21/2023,Premium,49.99,3.9,8,3,8,236,Yes
1220,4/3/2023,Basic,14.99,2.1,0,1,21,1,No
1221,3/20/2024,Basic,14.99,1.5,4,0,9,0,No
1222,4/11/2023,Standard,29.99,2.3,5,0,21,3,No
1223,10/10/2024,Basic,14.99,1.3,4,0,2,0,No
1224,12/21/2024,Standard,29.99,1.2,1,0,1,0,No
1225,4/13/2023,Premium,49.99,3.1,8,1,10,331,Yes
1226,3/30/2024,Basic,14.99,1.6,10,0,5,118,Yes
1227,6/20/2023,Basic,14.99,1,2,0,18,0,No
1228,12/11/2024,Basic,14.99,1,2,0,1,0,No
1229,11/3/2023,Basic,14.99,1.9,5,2,14,0,Yes
1230,1/30/2023,Basic,14.99,2.4,3,0,23,2,No
1231,2/17/2023,Standard,29.99,2.5,11,0,2,622,Yes
1232,11/29/2023,Standard,29.99,3.1,2,1,13,1,No
1233,2/27/2023,Standard,29.99,3.6,7,4,21,19,Yes
1234,10/28/2023,Basic,14.99,2.8,0,0,14,0,No
1235,1/3/2024,Basic,14.99,2.1,2,0,12,1,No
1236,1/19/2024,Premium,49.99,4.9,3,2,6,151,Yes
1237,3/17/2024,Basic,14.99,2,5,0,9,4,No
1238,5/30/2023,Premium,49.99,5.2,0,1,19,1,No
1239,9/8/2023,Basic,14.99,2.4,3,1,16,1,No
1240,6/27/2024,Basic,14.99,1.2,3,0,6,7,No
1241,2/26/2024,Basic,14.99,1.7,5,0,10,4,No
1242,8/2/2024,Standard,29.99,2.5,0,0,5,2,No
1243,11/29/2024,Standard,29.99,1.8,5,0,1,4,No
1244,7/4/2023,Standard,29.99,2.7,10,2,13,148,Yes
1245,6/24/2023,Basic,14.99,2,5,1,18,1,No
1246,6/29/2023,Basic,14.99,1.8,11,2,18,3,Yes
1247,3/22/2023,Standard,29.99,2.7,1,1,21,4,No
1248,9/16/2024,Basic,14.99,2.3,3,0,3,6,No
1249,1/27/2024,Basic,14.99,2.3,5,1,11,0,No
1250,9/26/2024,Standard,29.99,2.6,2,0,3,0,No
1251,11/30/2024,Basic,14.99,1.3,0,0,1,1,No
1252,9/4/2023,Standard,29.99,3.1,2,0,16,0,No
1253,5/24/2024,Premium,49.99,4.4,5,2,3,120,Yes
1254,8/20/2024,Basic,14.99,2.5,4,0,4,1,No
1255,5/27/2023,Basic,14.99,2.6,5,0,19,5,No
1256,8/26/2023,Standard,29.99,3.8,2,0,16,1,No
1257,4/17/2024,Basic,14.99,1,4,1,8,0,No
1258,10/15/2024,Basic,14.99,3.2,5,0,2,3,No
1259,9/18/2023,Standard,29.99,3,3,0,15,0,No
1260,4/15/2024,Basic,14.99,1.2,5,0,8,4,No
1261,9/19/2023,Standard,29.99,3.2,0,1,15,1,No
1262,11/13/2024,Basic,14.99,2.5,4,1,1,0,No
1263,1/10/2023,Standard,29.99,2,3,1,24,3,No
1264,4/21/2024,Basic,14.99,2.3,0,0,8,0,No
1265,10/22/2023,Basic,14.99,1.7,3,0,14,7,No
1266,11/24/2024,Premium,49.99,4.2,3,0,1,5,No
1267,7/13/2024,Standard,29.99,2.3,5,0,5,4,No
1268,6/11/2023,Premium,49.99,2.7,6,1,7,353,Yes
1269,3/17/2023,Basic,14.99,1,2,0,21,5,No
1270,3/28/2024,Basic,14.99,2.5,5,1,9,0,Yes
1271,12/20/2023,Premium,49.99,2.3,3,1,4,238,Yes
1272,8/24/2024,Basic,14.99,2,4,1,3,42,Yes
1273,11/3/2023,Basic,14.99,2,8,2,14,6,Yes
1274,10/16/2024,Basic,14.99,2.9,3,0,2,0,No
1275,3/10/2024,Premium,49.99,5.8,4,0,9,7,No
1276,12/7/2024,Premium,49.99,3.1,3,0,1,1,No
1277,9/14/2023,Standard,29.99,3,7,1,15,3,Yes
1278,4/12/2024,Basic,14.99,2.6,3,0,8,6,No
1279,11/6/2023,Standard,29.99,3.9,3,1,14,3,No
1280,7/23/2023,Basic,14.99,1.5,4,0,17,9,No
1281,1/29/2024,Premium,49.99,3.5,5,2,11,3,No
1282,5/9/2024,Standard,29.99,3.8,0,0,7,2,No
1283,4/20/2023,Standard,29.99,2.6,9,3,19,27,Yes
1284,8/31/2023,Standard,29.99,2,9,2,16,7,Yes
1285,1/26/2024,Premium,49.99,2.7,0,0,11,0,No
1286,8/8/2024,Basic,14.99,1,7,0,4,1,Yes
1287,1/3/2024,Basic,14.99,1.7,3,0,12,1,No
1288,8/11/2024,Premium,49.99,3,3,0,4,1,Yes
1289,10/30/2023,Basic,14.99,2.4,4,0,5,270,Yes
1290,12/17/2024,Standard,29.99,1.5,3,0,1,3,No
1291,10/30/2023,Standard,29.99,3.3,3,1,14,3,No
1292,1/23/2023,Premium,49.99,5.1,2,0,23,3,No
1293,11/5/2024,Premium,49.99,6.3,8,0,1,0,Yes
1294,2/10/2024,Standard,29.99,2,1,0,10,8,No
1295,10/9/2023,Basic,14.99,1.3,1,0,14,5,No
1296,1/9/2023,Premium,49.99,4.9,5,2,24,2,No
1297,8/2/2024,Basic,14.99,1.6,0,1,5,2,No
1298,12/3/2024,Premium,49.99,3.9,2,1,1,2,No
1299,2/20/2023,Basic,14.99,2.3,3,2,22,7,No
1300,9/12/2024,Premium,49.99,6.3,0,0,3,0,No
1301,5/23/2024,Basic,14.99,2.8,5,0,7,0,No
1302,10/21/2023,Standard,29.99,2.8,0,2,14,4,No
1303,8/24/2023,Basic,14.99,2.7,2,0,16,4,No
1304,9/13/2024,Standard,29.99,3.9,2,0,3,5,No
1305,12/27/2023,Premium,49.99,2.9,2,2,12,0,No
1306,8/13/2023,Basic,14.99,1.8,4,0,16,3,No
1307,10/13/2024,Basic,14.99,2.4,1,0,2,3,No
1308,7/14/2023,Basic,14.99,1.5,2,0,17,5,No
1309,9/27/2024,Basic,14.99,1.9,6,1,3,3,Yes
1310,9/14/2023,Premium,49.99,4.2,0,0,15,1,No
1311,11/25/2024,Standard,29.99,3.6,5,0,1,5,No
1312,11/6/2024,Standard,29.99,4.1,2,0,1,0,No
1313,11/28/2024,Basic,14.99,3.3,5,1,1,0,No
1314,5/21/2023,Premium,49.99,3,5,4,9,297,Yes
1315,10/5/2024,Basic,14.99,3.1,3,0,2,2,No
1316,4/10/2023,Standard,29.99,1.7,6,1,5,475,Yes
1317,10/4/2024,Basic,14.99,2.3,4,1,2,5,Yes
1318,10/23/2024,Standard,29.99,2.1,2,0,2,1,No
1319,2/10/2023,Basic,14.99,1.6,3,1,23,5,No
1320,11/13/2023,Standard,29.99,2.3,2,1,13,3,No
1321,3/27/2024,Basic,14.99,1.3,3,0,9,2,No
1322,2/4/2023,Basic,14.99,2.6,3,2,23,4,No
1323,8/16/2024,Standard,29.99,4.3,0,0,4,1,No
1324,1/9/2024,Basic,14.99,2.2,3,0,11,4,No
1325,5/15/2023,Basic,14.99,2.1,1,0,19,3,No
