ticket_id,user_id,date_opened,category,severity,resolution_time_hours
4475,1244,7/25/2024,Billing,Low,29
4476,1244,4/29/2024,Technical,High,9
4477,1244,7/17/2024,Access,Low,2
4478,1244,7/17/2024,Billing,Low,19
4479,1245,1/15/2024,Technical,High,70
4480,1245,12/5/2024,Billing,Medium,12
4481,1245,7/9/2023,Billing,Medium,62
4482,1245,9/2/2023,Technical,Medium,39
4483,1245,9/24/2023,Billing,Medium,19
4484,1246,11/2/2024,Technical,Medium,97
4485,1246,11/23/2024,Access,Low,22
4486,1246,12/4/2024,Billing,Low,47
4487,1246,12/21/2024,Billing,Medium,52
4488,1246,4/15/2024,Access,Medium,69
4489,1246,11/28/2024,Technical,Low,36
4490,1246,11/18/2024,Billing,Medium,44
4491,1246,6/19/2024,Billing,Medium,50
4492,1246,6/18/2024,Technical,High,12
4493,1246,12/7/2024,Billing,Medium,28
4494,1246,11/11/2024,Billing,Medium,70
4495,1247,12/30/2023,Technical,High,68
4496,1248,10/14/2024,Access,Medium,55
4497,1248,12/2/2024,Technical,Medium,63
4498,1248,10/10/2024,Technical,Low,12
4499,1249,9/15/2024,Billing,Medium,101
4500,1249,8/20/2024,Billing,Medium,100
4501,1249,11/16/2024,Access,High,19
4502,1249,1/29/2024,Technical,Medium,35
4503,1249,6/8/2024,Billing,High,32
4504,1250,10/18/2024,Billing,Medium,71
4505,1250,11/17/2024,Billing,Medium,118
4506,1252,5/20/2024,Access,Low,4
4507,1252,10/28/2023,Billing,Low,28
4508,1253,7/27/2024,Billing,Medium,89
4509,1253,8/3/2024,Technical,Low,31
4510,1253,6/2/2024,Access,Medium,113
4511,1253,7/27/2024,Billing,High,19
4512,1253,6/30/2024,Billing,Medium,42
4513,1254,11/15/2024,Access,Low,2
4514,1254,9/18/2024,Billing,Low,17
4515,1254,12/29/2024,Billing,Low,46
4516,1254,10/24/2024,Access,Medium,59
4517,1255,11/27/2024,Access,Low,22
4518,1255,2/7/2024,Technical,Low,1
4519,1255,8/22/2024,Billing,Low,11
4520,1255,6/16/2024,Access,Medium,62
4521,1255,12/23/2024,Billing,High,47
4522,1256,4/29/2024,Billing,High,25
4523,1256,9/23/2024,Billing,Medium,84
4524,1257,8/19/2024,Billing,Low,33
4525,1257,10/7/2024,Technical,Medium,52
4526,1257,12/7/2024,Billing,High,69
4527,1257,12/8/2024,Access,Low,29
4528,1258,12/29/2024,Technical,Low,44
4529,1258,10/18/2024,Technical,Low,4
4530,1258,12/15/2024,Access,Low,19
4531,1258,10/29/2024,Billing,Medium,26
4532,1258,11/17/2024,Access,Low,47
4533,1259,10/22/2023,Technical,Low,1
4534,1259,3/31/2024,Billing,High,60
4535,1259,8/7/2024,Technical,Low,27
4536,1260,8/5/2024,Technical,Low,12
4537,1260,8/10/2024,Billing,Low,34
4538,1260,9/23/2024,Technical,Medium,59
4539,1260,11/12/2024,Technical,Low,30
4540,1260,10/12/2024,Access,Medium,46
4541,1262,12/16/2024,Billing,High,40
4542,1262,12/17/2024,Billing,Low,40
4543,1262,11/13/2024,Technical,High,13
4544,1262,12/27/2024,Technical,High,18
4545,1263,10/6/2023,Technical,Medium,31
4546,1263,9/21/2023,Access,Medium,115
4547,1263,10/31/2023,Access,Low,47
4548,1265,12/8/2023,Billing,Low,14
4549,1265,5/13/2024,Access,Low,42
4550,1265,9/30/2024,Access,Low,25
4551,1266,12/15/2024,Technical,Medium,20
4552,1266,11/28/2024,Billing,High,30
4553,1266,12/29/2024,Billing,Medium,94
4554,1267,8/27/2024,Technical,Low,33
4555,1267,11/11/2024,Billing,Low,37
4556,1267,10/1/2024,Billing,Medium,75
4557,1267,10/11/2024,Billing,Low,11
4558,1267,9/6/2024,Technical,Medium,20
4559,1268,12/15/2023,Billing,High,27
4560,1268,11/4/2023,Billing,Medium,30
4561,1268,11/24/2023,Billing,Low,36
4562,1268,8/18/2023,Billing,Low,25
4563,1268,12/12/2023,Access,High,53
4564,1268,12/12/2023,Billing,Medium,64
4565,1269,9/20/2023,Technical,Low,38
4566,1269,9/27/2023,Access,Low,35
4567,1270,12/8/2024,Billing,High,33
4568,1270,11/15/2024,Technical,Medium,47
4569,1270,7/8/2024,Technical,Medium,59
4570,1270,7/26/2024,Technical,Medium,46
4571,1270,7/29/2024,Billing,High,24
4572,1271,4/8/2024,Billing,Medium,50
4573,1271,5/2/2024,Technical,Low,7
4574,1271,3/26/2024,Technical,Medium,49
4575,1272,10/15/2024,Technical,Medium,60
4576,1272,9/26/2024,Technical,Low,41
4577,1272,10/29/2024,Billing,High,24
4578,1272,11/1/2024,Technical,Medium,110
4579,1273,2/16/2024,Access,Low,6
4580,1273,11/4/2024,Billing,Low,32
4581,1273,2/28/2024,Technical,High,60
4582,1273,2/14/2024,Technical,Medium,22
4583,1273,3/9/2024,Billing,Medium,88
4584,1273,9/14/2024,Billing,Low,38
4585,1273,11/21/2024,Technical,Low,23
4586,1273,5/3/2024,Billing,Low,13
4587,1274,11/4/2024,Access,Low,17
4588,1274,10/29/2024,Billing,Low,32
4589,1274,10/31/2024,Technical,Medium,30
4590,1275,4/19/2024,Access,Low,23
4591,1275,11/17/2024,Billing,Medium,117
4592,1275,3/13/2024,Technical,Medium,116
4593,1275,12/12/2024,Access,High,34
4594,1276,12/8/2024,Technical,Low,29
4595,1276,12/22/2024,Billing,Low,13
4596,1276,12/18/2024,Access,Low,9
4597,1277,7/27/2024,Technical,Medium,36
4598,1277,11/16/2024,Billing,High,6
4599,1277,2/22/2024,Technical,Medium,43
4600,1277,5/23/2024,Billing,Medium,99
4601,1277,11/2/2024,Billing,Low,2
4602,1277,12/24/2024,Billing,High,29
4603,1277,12/30/2024,Technical,Low,15
4604,1278,8/30/2024,Access,Medium,20
4605,1278,12/19/2024,Billing,Low,45
4606,1278,7/14/2024,Access,Medium,63
4607,1279,12/1/2024,Billing,Medium,31
4608,1279,7/24/2024,Billing,High,56
4609,1279,3/28/2024,Technical,High,13
4610,1280,9/2/2024,Billing,Medium,64
4611,1280,3/6/2024,Access,Medium,41
4612,1280,12/1/2023,Billing,Medium,18
4613,1280,9/16/2023,Billing,Low,45
4614,1281,10/24/2024,Billing,Low,23
4615,1281,9/1/2024,Access,Medium,43
4616,1281,9/29/2024,Billing,High,5
4617,1281,10/31/2024,Technical,Low,14
4618,1281,2/14/2024,Billing,Low,27
4619,1283,11/29/2024,Billing,Low,2
4620,1283,11/14/2024,Technical,High,12
4621,1283,10/14/2024,Technical,Low,13
4622,1283,11/22/2024,Technical,Medium,101
4623,1283,11/28/2024,Technical,Medium,86
4624,1283,10/12/2024,Billing,Low,34
4625,1283,9/15/2024,Billing,Medium,111
4626,1283,4/9/2024,Billing,Medium,33
4627,1283,10/21/2024,Billing,Medium,105
4628,1284,12/25/2024,Billing,Medium,80
4629,1284,3/19/2024,Technical,Medium,59
4630,1284,11/30/2024,Technical,Low,16
4631,1284,11/13/2024,Access,Low,35
4632,1284,11/14/2024,Technical,Medium,45
4633,1284,8/16/2024,Technical,Low,17
4634,1284,10/1/2024,Billing,Low,10
4635,1284,11/10/2024,Billing,Low,39
4636,1284,11/23/2024,Technical,Low,32
4637,1286,9/21/2024,Technical,Low,30
4638,1286,11/28/2024,Billing,High,42
4639,1286,12/3/2024,Technical,High,55
4640,1286,9/7/2024,Technical,Low,35
4641,1286,12/18/2024,Billing,Low,29
4642,1286,12/3/2024,Technical,Low,5
4643,1286,10/27/2024,Technical,Low,35
4644,1287,12/20/2024,Access,Medium,31
4645,1287,1/7/2024,Billing,High,27
4646,1287,1/9/2024,Access,Low,25
4647,1288,10/3/2024,Billing,Medium,13
4648,1288,11/2/2024,Technical,Low,4
4649,1288,11/16/2024,Billing,High,33
4650,1289,3/26/2024,Technical,High,33
4651,1289,11/24/2023,Technical,High,48
4652,1289,1/21/2024,Technical,Low,24
4653,1289,4/8/2024,Access,Medium,53
4654,1290,12/22/2024,Access,High,66
4655,1290,12/26/2024,Access,Low,24
4656,1290,12/30/2024,Access,High,36
4657,1291,3/10/2024,Access,Low,1
4658,1291,2/2/2024,Technical,High,34
4659,1291,8/5/2024,Billing,Low,44
4660,1292,10/19/2023,Access,Low,4
4661,1292,9/22/2023,Technical,Low,43
4662,1293,12/13/2024,Technical,Medium,99
4663,1293,11/22/2024,Billing,Medium,37
4664,1293,12/5/2024,Technical,Low,5
4665,1293,11/29/2024,Technical,Medium,89
4666,1293,12/14/2024,Billing,Low,7
4667,1293,11/26/2024,Billing,Low,45
4668,1293,12/12/2024,Technical,Medium,38
4669,1293,11/28/2024,Billing,High,13
4670,1294,5/14/2024,Access,Low,13
4671,1295,6/20/2024,Technical,Medium,49
4672,1296,3/18/2024,Technical,Low,15
4673,1296,8/12/2023,Billing,High,53
4674,1296,3/13/2024,Billing,Medium,83
4675,1296,12/26/2024,Billing,Low,41
4676,1296,1/25/2024,Technical,Low,12
4677,1298,12/14/2024,Access,Medium,85
4678,1298,12/30/2024,Access,High,45
4679,1299,4/5/2024,Access,High,8
4680,1299,12/3/2023,Technical,Medium,65
4681,1299,5/26/2024,Billing,Low,7
4682,1301,7/8/2024,Billing,High,24
4683,1301,10/16/2024,Technical,Medium,82
4684,1301,6/25/2024,Billing,Low,41
4685,1301,10/17/2024,Technical,Low,22
4686,1301,11/14/2024,Access,Low,47
4687,1303,12/19/2023,Access,Low,2
4688,1303,10/13/2024,Technical,Medium,25
4689,1304,9/25/2024,Access,Medium,14
4690,1304,12/14/2024,Technical,Low,40
4691,1305,5/13/2024,Access,Low,47
4692,1305,4/25/2024,Access,High,5
4693,1306,5/23/2024,Technical,High,22
4694,1306,3/21/2024,Technical,Low,3
4695,1306,10/24/2024,Access,Medium,98
4696,1306,2/24/2024,Technical,Low,2
4697,1307,11/7/2024,Access,Medium,100
4698,1308,12/10/2023,Billing,Low,15
4699,1308,12/14/2023,Access,Low,34
4700,1309,11/17/2024,Billing,Low,18
4701,1309,11/17/2024,Technical,Medium,89
4702,1309,11/29/2024,Billing,Medium,106
4703,1309,11/11/2024,Access,High,34
4704,1309,11/26/2024,Access,Medium,65
4705,1309,12/29/2024,Technical,Low,38
4706,1311,11/25/2024,Access,High,4
4707,1311,12/6/2024,Billing,Low,26
4708,1311,12/21/2024,Technical,Low,32
4709,1311,12/26/2024,Access,High,21
4710,1311,12/3/2024,Access,High,18
4711,1312,12/30/2024,Technical,High,56
4712,1312,12/16/2024,Access,Low,22
4713,1313,12/18/2024,Technical,Medium,64
4714,1313,12/29/2024,Access,High,17
4715,1313,12/17/2024,Technical,Low,41
4716,1313,12/14/2024,Access,Low,14
4717,1313,12/1/2024,Technical,Medium,62
4718,1314,12/10/2023,Billing,Low,1
4719,1314,3/6/2024,Technical,Low,26
4720,1314,3/7/2024,Billing,Medium,96
4721,1314,7/10/2023,Billing,Low,43
4722,1314,8/12/2023,Technical,Low,28
4723,1315,10/12/2024,Technical,Low,42
4724,1315,11/1/2024,Billing,Low,8
4725,1315,11/6/2024,Billing,High,56
4726,1316,8/31/2023,Billing,Low,13
4727,1316,8/9/2023,Billing,Medium,104
4728,1316,5/4/2023,Technical,Medium,26
4729,1316,8/3/2023,Technical,High,17
4730,1316,7/25/2023,Billing,High,39
4731,1316,7/25/2023,Billing,Low,36
4732,1317,11/24/2024,Technical,Low,32
4733,1317,11/15/2024,Technical,Low,20
4734,1317,11/24/2024,Billing,Low,43
4735,1317,11/7/2024,Access,Medium,72
4736,1318,11/25/2024,Technical,Low,7
4737,1318,12/8/2024,Access,Medium,96
4738,1319,2/13/2024,Technical,Medium,75
4739,1319,9/5/2024,Billing,Medium,61
4740,1319,9/2/2024,Technical,Low,31
4741,1320,3/23/2024,Billing,Medium,16
4742,1320,5/7/2024,Access,Medium,61
4743,1321,4/6/2024,Billing,Medium,115
4744,1321,10/23/2024,Technical,Medium,115
4745,1321,5/28/2024,Billing,Medium,107
4746,1322,1/29/2024,Technical,Medium,77
4747,1322,12/30/2024,Billing,Low,22
4748,1322,10/16/2024,Technical,Low,33
4749,1324,4/19/2024,Technical,Medium,97
4750,1324,10/30/2024,Access,Low,21
4751,1324,10/29/2024,Access,Low,37
4752,1325,11/16/2024,Technical,Medium,24
4753,1326,9/28/2023,Technical,Medium,42
4754,1326,1/19/2024,Access,Low,27
4755,1328,5/30/2024,Technical,Medium,72
4756,1328,5/15/2024,Billing,Medium,112
4757,1328,11/9/2024,Technical,Low,38
4758,1328,12/1/2024,Billing,Low,42
4759,1328,10/27/2024,Billing,Medium,45
4760,1328,8/18/2024,Access,Medium,81
4761,1329,11/5/2024,Technical,Low,14
4762,1329,10/15/2024,Technical,High,8
4763,1329,4/10/2024,Technical,Medium,74
4764,1329,9/12/2024,Technical,Medium,28
4765,1329,7/25/2024,Access,Medium,81
4766,1330,10/15/2024,Technical,Medium,21
4767,1330,11/24/2023,Access,Medium,31
4768,1330,12/17/2023,Technical,Low,37
4769,1332,4/25/2024,Billing,Low,28
4770,1332,7/20/2024,Technical,Low,8
4771,1332,12/21/2024,Billing,High,69
4772,1333,10/17/2024,Access,Low,18
4773,1333,7/24/2024,Technical,Low,26
4774,1333,7/26/2024,Technical,Low,39
4775,1333,8/16/2024,Access,Low,40
4776,1336,8/23/2024,Access,Medium,89
4777,1336,7/25/2024,Technical,Medium,31
4778,1338,5/4/2024,Access,Medium,96
4779,1338,5/7/2024,Access,Low,12
4780,1339,8/20/2024,Technical,Low,5
4781,1340,7/21/2024,Access,Low,36
4782,1340,11/5/2024,Technical,Low,19
4783,1341,3/14/2024,Technical,Medium,84
4784,1341,9/3/2024,Access,Low,9
4785,1342,11/22/2024,Billing,Medium,63
4786,1342,10/23/2024,Access,High,10
4787,1342,11/10/2024,Technical,Medium,105
4788,1342,11/7/2024,Billing,Medium,49
4789,1342,12/7/2024,Technical,Medium,72
4790,1342,11/7/2024,Access,Medium,72
4791,1342,7/2/2024,Billing,Medium,78
4792,1342,12/9/2024,Billing,Low,1
4793,1342,4/29/2024,Billing,High,65
4794,1342,11/5/2024,Technical,Low,40
4795,1343,7/26/2024,Access,Medium,81
4796,1343,5/3/2024,Billing,Low,36
4797,1344,11/1/2024,Access,Low,37
4798,1344,9/21/2024,Access,High,67
4799,1345,9/2/2024,Technical,Low,5
4800,1345,6/22/2024,Technical,Medium,35
4801,1346,12/22/2023,Billing,Medium,45
4802,1346,8/18/2023,Access,Low,15
4803,1346,8/27/2023,Billing,High,18
4804,1346,8/4/2024,Billing,Low,16
4805,1346,6/5/2023,Technical,Low,1
4806,1347,10/23/2023,Billing,Low,18
4807,1347,8/26/2024,Billing,Medium,114
4808,1347,12/18/2023,Billing,Low,42
4809,1348,12/27/2024,Billing,Medium,62
4810,1348,11/17/2024,Access,Medium,110
4811,1348,12/9/2024,Technical,Medium,30
4812,1349,11/26/2024,Technical,Low,12
4813,1349,12/4/2024,Billing,High,69
4814,1349,12/1/2024,Technical,Medium,69
4815,1349,12/16/2024,Access,Low,4
4816,1349,11/27/2024,Access,Low,6
4817,1350,2/23/2024,Access,Medium,65
4818,1350,4/10/2024,Technical,Medium,72
4819,1350,3/31/2024,Access,Medium,114
4820,1352,1/18/2024,Technical,Low,23
4821,1352,3/17/2024,Technical,High,70
4822,1352,3/10/2024,Billing,Medium,84
4823,1352,2/21/2024,Technical,High,58
4824,1352,3/20/2024,Technical,Low,8
4825,1352,1/31/2024,Access,Medium,75
4826,1352,1/16/2024,Billing,High,33
4827,1352,1/13/2024,Technical,Medium,59
4828,1352,2/8/2024,Billing,High,68
4829,1352,2/29/2024,Billing,High,33
4830,1352,3/17/2024,Access,High,46
4831,1353,6/27/2023,Access,High,40
4832,1353,7/18/2023,Technical,Medium,39
4833,1354,6/22/2024,Billing,High,64
4834,1354,12/21/2024,Access,Low,10
4835,1354,4/28/2024,Technical,High,47
4836,1355,4/11/2023,Billing,Medium,100
4837,1355,11/15/2024,Technical,Low,39
4838,1355,2/18/2024,Technical,High,34
4839,1355,11/27/2023,Billing,High,41
4840,1355,9/6/2023,Billing,Medium,107
4841,1356,4/4/2024,Billing,High,69
4842,1356,4/9/2024,Technical,Medium,72
4843,1356,4/8/2024,Billing,Medium,65
4844,1356,5/6/2024,Technical,Low,27
4845,1356,4/23/2024,Billing,Medium,74
4846,1357,9/4/2024,Technical,Low,38
4847,1357,9/13/2024,Billing,Low,22
4848,1357,10/24/2024,Technical,Medium,53
4849,1357,11/22/2024,Billing,Medium,65
4850,1358,9/13/2023,Access,Low,13
4851,1358,9/18/2023,Billing,Medium,103
4852,1358,10/27/2024,Billing,Medium,106
4853,1359,7/6/2024,Billing,High,16
4854,1359,4/24/2024,Access,High,61
4855,1359,4/27/2024,Access,Low,19
4856,1359,10/9/2024,Access,High,49
4857,1360,6/27/2024,Access,Low,41
4858,1360,9/12/2024,Billing,Low,22
4859,1360,9/8/2024,Billing,Medium,43
4860,1360,10/15/2024,Technical,High,20
4861,1360,5/31/2024,Billing,Low,22
4862,1361,12/24/2024,Billing,Low,34
4863,1361,12/17/2024,Technical,Low,12
4864,1363,12/4/2023,Access,Medium,60
4865,1363,9/17/2024,Billing,Medium,52
4866,1363,6/28/2024,Access,Medium,50
4867,1363,12/25/2023,Billing,Low,40
4868,1365,12/25/2024,Billing,Medium,30
4869,1365,11/2/2024,Access,Low,5
4870,1365,11/23/2024,Billing,Low,47
4871,1365,11/26/2024,Technical,Low,24
4872,1365,12/5/2024,Technical,Low,2
4873,1365,12/29/2024,Billing,Low,43
4874,1365,9/15/2024,Billing,Low,45
4875,1365,12/14/2024,Billing,Low,19
4876,1365,12/4/2024,Technical,Medium,33
4877,1365,11/8/2024,Technical,Medium,29
4878,1365,11/4/2024,Billing,High,5
4879,1366,12/26/2024,Access,Medium,76
4880,1366,12/9/2024,Billing,High,31
4881,1367,10/10/2024,Billing,Low,37
4882,1367,12/8/2024,Technical,Medium,28
4883,1367,12/7/2024,Technical,Low,45
4884,1367,12/8/2024,Billing,Low,44
4885,1367,10/15/2024,Billing,Medium,76
4886,1367,6/22/2024,Technical,Low,1
4887,1367,12/28/2024,Billing,High,63
4888,1367,11/13/2024,Technical,High,48
4889,1367,11/29/2024,Billing,High,18
4890,1367,7/11/2024,Technical,Low,26
4891,1367,12/18/2024,Access,Low,15
4892,1368,8/26/2024,Billing,High,43
4893,1368,10/24/2024,Technical,Medium,83
4894,1368,12/9/2023,Billing,High,19
4895,1369,11/27/2024,Billing,Low,38
4896,1370,4/10/2024,Technical,High,45
4897,1371,7/14/2024,Technical,Medium,93
4898,1371,7/29/2024,Technical,Medium,90
4899,1371,8/10/2024,Billing,High,53
4900,1372,10/19/2023,Access,Medium,31
4901,1373,10/15/2024,Access,Medium,37
4902,1373,11/3/2024,Billing,Low,35
4903,1373,9/27/2024,Access,High,47
4904,1375,12/2/2023,Technical,Medium,26
4905,1375,8/25/2024,Technical,Medium,56
4906,1375,12/24/2024,Access,High,42
4907,1375,2/9/2024,Technical,Low,18
4908,1375,5/26/2024,Access,Medium,31
4909,1376,12/6/2024,Technical,Low,24
4910,1376,12/30/2024,Billing,High,48
4911,1376,12/30/2024,Technical,Medium,93
4912,1376,10/22/2024,Technical,Medium,63
4913,1376,11/15/2024,Billing,Low,24
4914,1376,12/14/2024,Billing,High,41
4915,1376,11/23/2024,Technical,Low,35
4916,1376,9/17/2024,Technical,Medium,116
4917,1376,11/4/2024,Billing,Low,46
4918,1376,12/13/2024,Technical,Low,20
4919,1377,11/11/2023,Billing,Low,24
4920,1377,10/16/2023,Technical,Medium,70
4921,1377,10/15/2023,Technical,High,22
4922,1377,10/10/2023,Billing,Medium,51
4923,1377,9/19/2023,Technical,Medium,119
4924,1377,10/26/2023,Billing,Low,42
4925,1377,9/22/2023,Technical,Low,46
4926,1378,10/26/2024,Access,Low,43
4927,1378,12/19/2024,Access,Low,4
4928,1378,12/1/2024,Technical,Medium,108
4929,1379,11/6/2024,Access,Low,37
4930,1379,10/28/2023,Access,Medium,88
4931,1379,3/13/2023,Access,Medium,49
4932,1379,9/17/2024,Billing,Low,18
4933,1379,3/22/2024,Access,Medium,105
4934,1380,11/5/2024,Technical,Low,1
4935,1380,12/3/2024,Access,Medium,22
4936,1380,12/22/2024,Technical,Medium,72
4937,1380,12/6/2024,Technical,Medium,16
4938,1380,12/1/2024,Technical,Low,30
4939,1383,3/12/2024,Technical,Low,23
4940,1383,1/28/2024,Technical,Low,46
4941,1383,11/6/2024,Billing,High,35
4942,1383,11/17/2024,Access,Medium,17
4943,1384,11/6/2024,Technical,Low,37
4944,1384,11/14/2024,Billing,Medium,93
4945,1384,11/17/2024,Billing,Low,35
4946,1384,11/8/2024,Technical,Medium,39
4947,1385,9/9/2024,Access,Low,27
4948,1385,9/3/2024,Billing,Medium,117
4949,1385,6/14/2024,Billing,Low,35
4950,1385,7/6/2024,Access,High,69
4951,1385,4/3/2024,Access,Low,7
4952,1386,7/5/2024,Technical,High,39
4953,1386,12/31/2023,Access,Medium,64
4954,1386,10/10/2024,Access,Low,39
4955,1387,2/26/2024,Technical,Low,34
4956,1387,3/10/2024,Access,Low,45
4957,1387,11/18/2024,Access,High,30
4958,1388,11/18/2023,Access,Low,34
4959,1388,6/30/2024,Billing,Low,10
4960,1388,4/13/2024,Technical,High,49
4961,1388,6/12/2024,Technical,Low,34
4962,1388,6/19/2024,Billing,Low,46
4963,1388,8/27/2023,Access,Low,22
4964,1388,7/24/2024,Access,Low,32
4965,1388,6/4/2024,Billing,Low,26
4966,1388,4/27/2023,Access,Low,11
4967,1388,6/22/2024,Technical,Low,40
4968,1389,8/13/2023,Technical,Low,1
4969,1389,6/27/2023,Technical,Medium,77
4970,1389,12/1/2023,Technical,High,21
4971,1390,12/11/2023,Technical,Medium,71
4972,1390,12/21/2023,Access,Low,13
4973,1390,12/7/2023,Billing,Low,33
4974,1390,11/22/2023,Technical,Low,12
4975,1390,1/5/2024,Billing,High,51
4976,1390,12/20/2023,Technical,Medium,51
4977,1390,11/30/2023,Access,Low,41
4978,1390,12/10/2023,Billing,Medium,40
4979,1390,12/16/2023,Technical,Medium,95
4980,1391,8/11/2024,Billing,Low,23
4981,1391,9/6/2024,Access,Medium,29
4982,1391,9/11/2024,Billing,Low,29
4983,1391,7/27/2024,Technical,Low,14
4984,1391,9/21/2024,Technical,Low,22
4985,1391,9/1/2024,Technical,Low,37
4986,1391,7/6/2024,Access,Low,33
4987,1391,9/8/2024,Billing,Low,15
4988,1391,8/12/2024,Billing,Low,11
4989,1391,9/6/2024,Technical,Low,4
4990,1391,8/28/2024,Billing,Low,42
4991,1392,3/22/2024,Technical,High,60
4992,1392,5/18/2023,Technical,Low,20
4993,1393,9/12/2023,Billing,High,61
4994,1393,5/30/2023,Technical,High,67
4995,1393,10/8/2024,Access,Low,29
4996,1393,5/2/2023,Technical,High,34
4997,1394,12/2/2023,Access,Medium,32
4998,1394,10/20/2023,Access,High,37
4999,1395,9/14/2024,Access,Low,41
5000,1395,9/10/2024,Technical,Low,12
5001,1395,8/5/2024,Access,Medium,65
5002,1395,10/24/2024,Access,High,69
5003,1396,11/23/2023,Billing,Medium,39
5004,1396,10/20/2023,Technical,High,32
5005,1396,10/29/2023,Billing,Low,5
5006,1396,11/21/2023,Technical,Low,26
5007,1396,5/21/2023,Billing,Medium,41
5008,1396,10/20/2023,Billing,Low,30
5009,1396,11/9/2023,Billing,Low,42
5010,1396,11/3/2023,Technical,Low,16
5011,1396,10/19/2023,Technical,Medium,119
5012,1396,7/17/2023,Billing,Low,35
5013,1398,5/25/2024,Technical,Low,32
5014,1398,12/12/2024,Access,Low,6
5015,1398,11/28/2024,Billing,Medium,107
5016,1398,11/29/2024,Access,Low,34
5017,1399,4/1/2024,Billing,Medium,110
5018,1399,1/22/2024,Billing,Medium,24
5019,1399,9/23/2024,Technical,Low,47
5020,1400,11/30/2024,Billing,Medium,12
5021,1401,12/24/2024,Access,Medium,54
5022,1401,12/27/2024,Access,Low,32
5023,1401,12/23/2024,Billing,Low,18
5024,1401,12/29/2024,Technical,Medium,82
5025,1402,10/10/2024,Billing,Low,20
5026,1402,11/2/2024,Access,Low,38
5027,1402,7/15/2024,Billing,Low,25
5028,1402,9/29/2024,Technical,Low,28
5029,1402,7/27/2024,Billing,Low,27
5030,1403,5/18/2024,Technical,Low,33
5031,1403,11/16/2024,Billing,High,5
5032,1403,4/2/2024,Billing,Low,28
5033,1404,10/31/2024,Billing,Low,5
5034,1404,12/2/2024,Billing,Low,5
5035,1404,9/11/2024,Technical,Low,23
5036,1405,12/15/2024,Access,Low,2
5037,1407,12/1/2024,Billing,Low,1
5038,1407,11/12/2024,Billing,Low,39
5039,1407,11/4/2024,Billing,Low,17
5040,1408,10/25/2023,Technical,Medium,92
5041,1408,12/24/2023,Technical,Low,18
5042,1408,5/6/2024,Access,High,15
5043,1408,9/28/2024,Billing,Medium,14
5044,1408,4/24/2023,Technical,Medium,100
5045,1408,8/14/2023,Technical,Medium,111
5046,1408,12/22/2023,Technical,High,7
5047,1408,5/10/2024,Access,Low,21
5048,1408,9/27/2024,Technical,Medium,101
5049,1409,11/29/2024,Access,Low,13
5050,1409,9/6/2024,Billing,Low,8
5051,1409,7/18/2024,Access,High,21
5052,1410,12/25/2024,Billing,Low,22
5053,1410,9/26/2024,Access,High,63
5054,1410,10/17/2024,Technical,Low,1
5055,1411,10/14/2024,Billing,Medium,32
5056,1411,4/10/2024,Billing,Low,33
5057,1411,11/14/2024,Technical,Medium,109
5058,1411,6/7/2024,Technical,High,58
5059,1413,6/1/2024,Technical,Medium,73
5060,1413,3/7/2024,Access,Low,21
5061,1414,12/28/2024,Technical,Medium,50
5062,1414,12/16/2024,Technical,Low,10
5063,1414,12/28/2024,Technical,Medium,118
5064,1414,12/17/2024,Billing,Medium,58
5065,1414,12/12/2024,Billing,Low,29
5066,1414,12/27/2024,Technical,Low,10
5067,1414,11/2/2024,Billing,Low,27
5068,1414,12/3/2024,Billing,Low,39
5069,1415,5/9/2024,Technical,Low,26
5070,1415,6/4/2024,Access,Medium,14
5071,1415,1/25/2024,Access,High,8
5072,1415,6/3/2024,Technical,Medium,92
5073,1415,5/27/2024,Billing,Medium,116
5074,1415,5/2/2024,Billing,High,62
5075,1416,10/12/2023,Technical,Low,5
5076,1416,12/16/2024,Billing,Low,8
5077,1416,12/18/2023,Billing,Medium,110
5078,1416,12/14/2024,Access,High,63
5079,1416,12/18/2024,Technical,Medium,45
5080,1416,4/13/2024,Billing,Medium,95
5081,1416,11/20/2024,Technical,Low,14
5082,1416,7/2/2024,Technical,Low,5
5083,1417,8/29/2024,Technical,Low,41
5084,1417,7/9/2024,Technical,Medium,96
5085,1417,9/30/2024,Technical,Low,7
5086,1417,4/25/2024,Access,Low,8
5087,1418,7/20/2024,Access,Low,40
5088,1418,5/27/2024,Access,Low,17
5089,1419,12/28/2023,Access,Low,36
5090,1419,7/19/2024,Access,Low,15
5091,1420,4/19/2024,Access,High,27
5092,1420,4/27/2024,Billing,Low,17
5093,1420,3/30/2024,Billing,Medium,53
5094,1420,4/23/2024,Billing,Low,27
5095,1420,1/10/2024,Billing,Medium,20
5096,1420,2/18/2024,Billing,Low,41
5097,1420,4/17/2024,Technical,Low,4
5098,1420,3/17/2024,Access,Medium,58
5099,1420,2/6/2024,Billing,Medium,103
5100,1422,11/21/2024,Billing,High,60
5101,1422,12/19/2024,Billing,Low,29
5102,1422,12/12/2024,Billing,Low,13
5103,1422,12/15/2024,Technical,Medium,70
5104,1423,5/15/2024,Access,Medium,66
5105,1423,1/16/2024,Technical,Medium,93
5106,1423,2/2/2024,Technical,Low,44
5107,1424,12/6/2024,Technical,High,49
5108,1424,11/9/2024,Billing,Medium,76
5109,1424,12/10/2024,Technical,Low,18
5110,1425,11/10/2024,Billing,Medium,106
5111,1425,12/8/2024,Billing,Medium,61
